1,1
1,1
1,1
2,1
2,1
2,1
2,0
3,1
3,1
3,1
4,1
4,1
4,1
5,1
5,1
5,1
5,0
6,1
6,1
6,1
7,1
7,1
7,1
8,1
8,1
8,1
8,0
9,1
9,1
9,1
10,1
10,1
10,1
11,1
11,1
11,1
12,1
12,1
12,1
12,0
13,1
13,1
13,1
13,0
14,1
14,1
14,1
14,1
14,0
14,0
15,1
15,1
15,1
15,1
15,0
16,1
16,1
16,1
16,1
16,0
17,1
17,1
17,1
17,1
17,0
18,1
18,1
18,1
18,1
18,1
19,1
19,1
19,1
19,1
19,1
19,0
19,0
20,1
20,1
20,1
20,1
20,0
21,1
21,1
21,1
21,1
21,0
22,1
22,1
22,1
22,1
22,1
23,1
23,1
23,1
23,1
23,0
23,1
23,0
24,1
24,1
24,1
24,1
24,0
24,0
24,0
