1,1
1,1
1,1
2,1
2,1
2,1
3,1
3,1
3,1
4,1
4,0
4,0
5,1
5,1
5,1
6,1
6,1
6,0
6,1
7,1
7,0
7,1
8,1
8,1
8,1
9,0
9,1
9,1
10,1
10,1
10,1
11,1
11,1
11,1
12,1
12,1
12,1
13,1
13,1
13,1
13,1
14,1
14,1
14,1
15,0
15,1
15,1
15,0
16,1
16,1
16,1
17,0
17,1
18,0
18,1
18,1
18,0
18,1
19,1
19,1
19,0
19,1
20,1
20,1
20,1
20,1
21,1
21,1
22,1
22,1
22,0
22,1
23,1
23,1
23,1
23,1
23,1
24,1
24,1
24,1
24,1
25,1
25,1
25,0
25,0
26,1
26,1
26,0
27,1
27,1
27,1
27,0
28,1
28,1
28,1
28,1
28,1
28,0
28,0
29,1
29,1
29,1
30,1
30,1
30,1
30,1
31,1
31,1
31,1
31,1
31,1
32,1
32,1
32,1
32,1
32,0
33,1
33,1
33,1
34,1
34,1
34,1
34,0
34,1
34,0
35,1
35,1
35,1
36,1
36,1
36,0
36,1
36,1
37,1
37,1
37,1
37,1
38,1
38,1
38,1
38,1
38,1
39,1
39,1
39,1
40,1
40,1
40,1
40,1
40,1
